RECIPE_ID,TITLE,AGGREGATE_LIKES,SOURCE_URL,READY_IN_MINUTES,SERVINGS,IMAGE_TYPE,IMAGE,SOURCE_NAME,VERY_POPULAR
445405,Festive Fruit Gelatin,18,http://www.tasteofhome.com/recipes/festive-fruit-gelatin,15,12,jpg,https://spoonacular.com/recipeImages/Festive-Fruit-Gelatin-445405.jpg,Taste of Home,FALSE
559543,Fattoush Salad with Chicken,1937,http://www.jocooks.com/salads/fattoush-salad-with-chicken/,35,4,jpg,https://spoonacular.com/recipeImages/Fattoush-Salad-with-Chicken-559543.jpg,Jo Cooks,TRUE
549316,The Late Night Munchies,243,http://www.ohsweetbasil.com/2013/01/frozen-yogurt-recipe.html,45,2,jpg,https://spoonacular.com/recipeImages/The-Late-Night-Munchies-549316.jpg,Oh Sweet Basil,FALSE
718862,Cha Cha's White Chicken Chili,13106,http://allrecipes.com/recipe/22302/cha-chas-white-chicken-chili/,30,4,jpg,https://spoonacular.com/recipeImages/cha-chas-white-chicken-chili-718862.jpg,Allrecipes,TRUE
774708,Perfect Chocolate Chip Cookies,48,http://www.bunsinmyoven.com/2016/05/31/perfect-chocolate-chip-cookies/,20,9,jpg,https://spoonacular.com/recipeImages/perfect-chocolate-chip-cookies-774708.jpg,Buns in My Oven,FALSE
395146,Chocolate Peanut Butter Cups,22,http://www.tasteofhome.com/recipes/chocolate-peanut-butter-cups,20,36,jpg,https://spoonacular.com/recipeImages/Chocolate-Peanut-Butter-Cups-395146.jpg,Taste of Home,FALSE
688171,Loaded Sweet Potato Bites,64,http://ahealthylifeforme.com/loaded-sweet-potato-bites/,28,24,jpg,https://spoonacular.com/recipeImages/Loaded-Sweet-Potato-Bites-688171.jpg,A Healthy Life for Me,FALSE
496195,Flourless Salted Caramel Chocolate Chip Cookies,15718,http://mywholefoodlife.com/2014/04/27/flourless-salted-caramel-chocolate-chip-cookies/,15,8,jpg,https://spoonacular.com/recipeImages/Flourless-Salted-Caramel-Chocolate-Chip-Cookies-496195.jpg,My Whole Food Life,TRUE
604218,Homemade BBQ Sauce,133,http://www.gimmesomeoven.com/homemade-bbq-sauce-recipe/,45,8,jpg,https://spoonacular.com/recipeImages/Homemade-BBQ-Sauce-604218.jpg,Gimme Some Oven,FALSE
765143,Skinny French Onion Dip,82,http://amandascookin.com/french-onion-dip-recipe/,45,2,jpg,https://spoonacular.com/recipeImages/skinny-french-onion-dip-765143.jpg,Amandas Cooking,FALSE
211234,Choc-cherry fudge torte with cherry sorbet,217,http://www.bbcgoodfood.com/recipes/2767670/choccherry-fudge-torte-with-cherry-sorbet,70,10,jpg,https://spoonacular.com/recipeImages/Choc-cherry-fudge-torte-with-cherry-sorbet-211234.jpg,BBC Good Food,FALSE
245495,Chickpea (Garbanzo Bean) and Tomato Salad,302,http://www.simplyrecipes.com/recipes/chickpea_garbanzo_bean_and_tomato_salad/,20,6,jpg,https://spoonacular.com/recipeImages/Chickpea-(Garbanzo-Bean)-and-Tomato-Salad-245495.jpg,Simply Recipes,FALSE
508149,Blueberry Cheesecake Ice Cream,1132,http://www.browneyedbaker.com/2008/12/28/blueberry-cheesecake-ice-cream/,65,4,jpg,https://spoonacular.com/recipeImages/Blueberry-Cheesecake-Ice-Cream-508149.jpg,Brown Eyed Baker,TRUE
745043,Hangover Breakfast Sausage-and-Egg Burger,112,http://www.foodnetwork.com/recipes/food-network-kitchens/hangover-breakfast-sausage-and-egg-burger.html,20,1,jpeg,https://spoonacular.com/recipeImages/hangover-breakfast-sausage-and-egg-burger-745043.jpeg,Foodnetwork,FALSE
590818,Bourbon Salted Caramel Oatmeal Cookies,1471,http://beyondfrosting.com/2014/06/01/bourbon-salted-caramel-oatmeal-cookies/,38,26,jpg,https://spoonacular.com/recipeImages/Bourbon-Salted-Caramel-Oatmeal-Cookies-590818.jpg,Beyond Frosting,TRUE
606951,Yogurt-Basil Chicken Kabobs,282,http://www.marthastewart.com/355330/yogurt-basil-chicken-kabobs,80,20,jpg,https://spoonacular.com/recipeImages/Yogurt-Basil-Chicken-Kabobs-606951.jpg,Martha Stewart,FALSE
802350,Asian-Style Cauliflower Rice,55,http://weelicious.com/2016/09/15/asian-style-cauliflower-rice-recipe/,13,1,jpg,https://spoonacular.com/recipeImages/asian-style-cauliflower-rice-802350.jpg,Weelicious,FALSE
719156,Easy Vietnamese Lettuce wraps,40,http://www.feastingathome.com/vietnamese-lettuce-wraps/,12,1,jpg,https://spoonacular.com/recipeImages/easy-vietnamese-lettuce-wraps-719156.jpg,Feasting at Home,FALSE
243549,Party Punch,918,http://www.deepsouthdish.com/2010/02/party-punch.html,1450,120,jpg,https://spoonacular.com/recipeImages/Party-Punch-243549.jpg,Deep South Dish,TRUE
195230,Hearty Winter Vegetable Soup,210,http://www.seriouseats.com/recipes/2013/02/hearty-winter-vegetable-soup-vegan-recipe.html,30,4,jpg,https://spoonacular.com/recipeImages/Hearty-Winter-Vegetable-Soup-195230.jpg,Serious Eats,FALSE
548183,Roasted Cauliflower and Garbanzo Bean Herb Salad – 3 Points,98,http://www.laaloosh.com/2013/10/02/roasted-cauliflower-and-garbanzo-bean-herb-salad-recipe/,35,6,jpg,https://spoonacular.com/recipeImages/Roasted-Cauliflower-and-Garbanzo-Bean-Herb-Salad--3-Points-548183.jpg,Laa Loosh,FALSE
553213,Thai noodle soup,1745,http://www.eatgood4life.com/thai-noodle-soup/,30,4,png,https://spoonacular.com/recipeImages/Thai-noodle-soup-553213.png,Eat Good 4 Life,TRUE
798939,Sriracha Glazed Salmon with Asian Avocado Salsa,16,http://www.foodfanatic.com/2016/08/sriracha-glazed-salmon-with-asian-avocado-salsa/,20,2,jpg,https://spoonacular.com/recipeImages/sriracha-glazed-salmon-with-asian-avocado-salsa-798939.jpg,Food Fanatic,FALSE
500390,Blueberry Coffeecake,297,http://cantstayoutofthekitchen.com/2012/07/23/blueberry-coffeecake/,95,16,jpg,https://spoonacular.com/recipeImages/Blueberry-Coffeecake-500390.jpg,Can't Stay out of the Kitchen,FALSE
520683,Fried whole fish with 1-minute sweet and sour sauce,13,http://casaveneracion.com/fried-talakitok-trevally-with-1-minute-sweet-and-sour-sauce/,20,2,jpg,https://spoonacular.com/recipeImages/Fried-whole-fish-with-1-minute-sweet-and-sour-sauce-520683.jpg,Casaveneracion,FALSE
558144,Butterscotch Marshmallow Bars,2599,http://www.shugarysweets.com/2012/04/butterscotch-marshmallow-bars,45,24,jpg,https://spoonacular.com/recipeImages/Butterscotch-Marshmallow-Bars-558144.jpg,Shugary Sweets,TRUE
568385,Kare-Kare,66,http://www.kawalingpinoy.com/2014/01/kare-kare/,260,4,jpg,https://spoonacular.com/recipeImages/Kare-Kare-568385.jpg,Kawaling Pinoy,FALSE
475405,Simple Company Potatoes,588,http://addapinch.com/cooking/2011/09/12/simple-company-potatoes-recipe/,55,12,jpg,https://spoonacular.com/recipeImages/Simple-Company-Potatoes-475405.jpg,Add A Pinch,TRUE
527499,5 Ingredient Black Bean Soup,167,http://www.gimmesomeoven.com/5-ingredient-black-bean-soup/,45,4,jpg,https://spoonacular.com/recipeImages/5-Ingredient-Black-Bean-Soup-527499.jpg,Gimme Some Oven,FALSE
690093,Cheesy Chicken Stuffing Casserole,55,http://www.julieseatsandtreats.com/cheesy-chicken-stuffing-casserole/,75,4,jpg,https://spoonacular.com/recipeImages/Cheesy-Chicken-Stuffing-Casserole-690093.jpg,Julies Eats and Treats,FALSE
119764,Moscow Mule Recipe,20,http://www.chow.com/recipes/10268-moscow-mule,45,1,jpg,https://spoonacular.com/recipeImages/moscow_mule_recipe-119764.jpg,Chow,FALSE
694192,Healthier Gingerbread Muffins,14,http://happyfoodhealthylife.com/healthier-gingerbread-muffins/,45,18,jpg,https://spoonacular.com/recipeImages/healthier-gingerbread-muffins-694192.jpg,Happy Food Healthy Life,FALSE
246543,Grilled Coriander and Lime Chicken,40,http://www.pigpigscorner.com/2011/11/grilled-coriander-and-lime-chicken.html,45,4,jpg,https://spoonacular.com/recipeImages/Grilled-Coriander-and-Lime-Chicken-246543.jpg,Pig Pig's Corner,FALSE
760582,Strawberry Italian Ice,81,http://www.vegetariantimes.com/recipe/strawberry-italian-ice/,45,6,jpg,https://spoonacular.com/recipeImages/strawberry-italian-ice-760582.jpg,Vegetarian Times,FALSE
607342,Crock Pot Mushroom Chicken,31,http://recipesthatcrock.com/crock-pot-mushroom-chicken/,250,4,jpg,https://spoonacular.com/recipeImages/Crock-Pot-Mushroom-Chicken-607342.jpg,recipes That Crock,FALSE
147813,Cody's Crock Pot Breakfast Casserole,11,http://www.food.com/recipe/codys-crock-pot-breakfast-casserole-186996,500,8,jpg,https://spoonacular.com/recipeImages/codys-crock-pot-breakfast-casserole-2-147813.jpg,Food.com,FALSE
243882,Oven Braised Beef Eye of Round Roast,190,http://www.deepsouthdish.com/2009/02/oven-braised-beef-eye-of-round-roast.html,220,6,jpg,https://spoonacular.com/recipeImages/Oven-Braised-Beef-Eye-of-Round-Roast-243882.jpg,Deep South Dish,FALSE
410138,Eyes-Wide-Open Espresso Cookies,35,http://www.tasteofhome.com/recipes/eyes-wide-open-espresso-cookies,35,45,jpg,https://spoonacular.com/recipeImages/Eyes-Wide-Open-Espresso-Cookies-410138.jpg,Taste of Home,FALSE
579772,Cherry Sweet Rolls,111,http://lemon-sugar.com/2013/09/cherry-sweet-rolls.html/,70,24,jpg,https://spoonacular.com/recipeImages/Cherry-Sweet-Rolls-579772.jpg,Lemon Sugar,FALSE
93984,African Sweet Potato and Peanut Soup,13,http://www.food.com/recipe/african-sweet-potato-and-peanut-soup-252532,30,3,jpg,https://spoonacular.com/recipeImages/african-sweet-potato-and-peanut-soup-2-93984.jpg,Food.com,FALSE
29997,Fresh Salmon Salad With Chickpeas And Tomatoes,27,http://www.bonappetit.com/recipes/2007/05/fresh_salmon_salad_with_chickpeas_and_tomatoes,45,6,jpg,https://spoonacular.com/recipeImages/fresh_salmon_salad_with_chickpeas_and_tomatoes-29997.jpg,Bon Appetit,FALSE
300441,Mexican Rice,64,http://www.foodnetwork.com/recipes/paula-deen/mexican-rice-recipe.html,30,10,jpeg,https://spoonacular.com/recipeImages/mexican-rice-300441.jpeg,Foodnetwork,FALSE
517455,Royal Chocolate- Marshmallow Bars,5006,http://www.recipegirl.com/2008/08/10/royal-chocolate-marshmallow-bars/,52,36,jpg,https://spoonacular.com/recipeImages/Royal-Chocolate--Marshmallow-Bars-517455.jpg,Recipe Girl,TRUE
7669,Tuna Pasta Salad with Spinach and Radishes,37,http://www.joythebaker.com/blog/2011/01/tuna-pasta-salad-with-spinach-and-radishes/,45,8,jpg,https://spoonacular.com/recipeImages/tuna-pasta-salad-with-spinach-and-radishes-7669.jpg,Joy the Baker,FALSE
716857,Chickpea Farro Soup,2077,http://www.twopeasandtheirpod.com/chickpea-farro-soup/,40,6,jpg,https://spoonacular.com/recipeImages/chickpea-farro-soup-716857.jpg,Two Peas and Their Pod,TRUE
537647,Friggin Fig Breakfast Sandwich,40,http://www.macheesmo.com/2008/12/friggin-fig-breakfast-sandwich/,75,8,png,https://spoonacular.com/recipeImages/friggin-fig-breakfast-sandwich-537647.png,Macheesmo,FALSE
603595,Spicy Turkey Quinoa Meatballs,677,http://www.fifteenspatulas.com/spicy-turkey-quinoa-meatballs/,30,4,jpg,https://spoonacular.com/recipeImages/Spicy-Turkey-Quinoa-Meatballs-603595.jpg,Fifteen Spatulas,TRUE
195529,The Greenie,359,http://theshiksa.com/2013/04/03/green-smoothie/,10,3,jpg,https://spoonacular.com/recipeImages/The-Greenie-195529.jpg,The Shiksa in the Kitchen,FALSE
