CUISINE_TYPE,RECIPE_ID
italian,524056
mediterranean,519684
european,519684
italian,519684
southern,792341
mediterranean,520241
european,520241
italian,520241
american,185176
mediterranean,678880
european,678880
italian,678880
european,136999
eastern european,136999
american,767605
german,446907
european,446907
mexican,591429
mexican,382677
asian,584591
indian,584591
mediterranean,623201
european,623201
italian,623201
mexican,557601
asian,405718
thai,405718
american,227965
mediterranean,719265
european,719265
italian,719265
cajun,60536
creol,60536
mexican,249670
american,794496
mexican,759418
american,285194
american,695873
asian,105650
indian,105650
mediterranean,313785
european,313785
italian,313785
asian,516142
thai,516142
american,285416
mediterranean,563071
european,563071
italian,563071
mediterranean,495095
european,495095
italian,495095
mexican,603419
mexican,497809
american,603862
american,643405
asian,543089
thai,543089
american,585711
american,628501
european,796217
english,796217
british,796217
scottish,796217
mediterranean,489275
european,489275
italian,489275
american,132118
american,493204
asian,535910
vietnames,535910
american,741651
american,538284
mexican,762092
south american,678528
latin american,678528
european,444531
irish,444531
mexican,136965
european,595999
irish,595999
asian,216808
indian,216808
mexican,759515
american,678327
jewish,445362
mediterranean,674121
european,674121
italian,674121
american,131045
asian,217193
indian,217193
southern,244627
mediterranean,498064
european,498064
french,498064
mediterranean,78223
european,78223
french,78223
american,515618
south american,207629
latin american,207629
south american,527233
latin american,527233
southern,597246
southern,243590
mexican,611206
american,630202
american,485927
american,601554
american,503365
mediterranean,686783
european,686783
italian,686783
mexican,734857
spanish,552758
european,552758
mediterranean,618172
european,618172
italian,618172
mediterranean,245845
european,245845
italian,245845
american,471367
japanes,390330
asian,390330
american,695153
spanish,552699
european,552699
american,673568
southern,521638
american,628185
american,583713
southern,483780
mediterranean,519638
european,519638
italian,519638
american,301532
american,214812
mediterranean,471898
european,471898
italian,471898
southern,551332
american,739662
mediterranean,173030
european,173030
italian,173030
mediterranean,552406
european,552406
italian,552406
american,758479
american,197767
european,129572
english,129572
british,129572
scottish,129572
jewish,615567
mediterranean,627201
european,627201
italian,627201
american,538725
mediterranean,215313
european,215313
italian,215313
asian,207908
indian,207908
mexican,21529
asian,217365
indian,217365
american,588114
mexican,560893
mediterranean,421345
european,421345
italian,421345
american,620381
mediterranean,558606
european,558606
italian,558606
cajun,754703
creol,754703
american,682079
southern,582579
mexican,516945
mexican,686198
mexican,448383
american,745471
mediterranean,223943
european,223943
italian,223943
mediterranean,248580
european,248580
italian,248580
european,775142
english,775142
british,775142
scottish,775142
mediterranean,28393
european,28393
italian,28393
southern,496136
asian,36749
vietnames,36749
american,494220
american,597331
european,86192
english,86192
british,86192
scottish,86192
southern,587550
american,475595
mexican,586084
cajun,666282
creol,666282
mediterranean,604113
european,604113
italian,604113
american,678211
american,473224
mediterranean,48116
european,48116
french,48116
mediterranean,67988
european,67988
italian,67988
spanish,667592
european,667592
mexican,574323
southern,439467
mediterranean,610924
european,610924
italian,610924
asian,814291
indian,814291
caribbean,750760
central american,750760
american,522982
american,199793
mediterranean,512689
european,512689
french,512689
american,537363
american,603921
south american,814845
latin american,814845
american,541572
american,812274
mediterranean,626560
european,626560
italian,626560
south american,697805
latin american,697805
middl eastern,517510
european,618823
english,618823
british,618823
scottish,618823
southern,620502
american,203460
american,72190
mediterranean,749250
european,749250
italian,749250
american,501189
mediterranean,627195
european,627195
french,627195
caribbean,74567
central american,74567
mediterranean,282589
european,282589
italian,282589
american,569054
southern,618058
asian,490013
thai,490013
american,293527
american,35056
mediterranean,509413
european,509413
italian,509413
southern,823858
european,575748
english,575748
british,575748
scottish,575748
greek,669586
mediterranean,669586
european,669586
mediterranean,537590
european,537590
french,537590
mediterranean,568550
european,568550
italian,568550
american,330680
american,572176
american,5706
cajun,34814
creol,34814
european,485440
eastern european,485440
southern,244541
european,80489
english,80489
british,80489
scottish,80489
american,554296
southern,801532
mediterranean,211181
european,211181
italian,211181
american,583817
mediterranean,506058
european,506058
italian,506058
middl eastern,602581
cajun,504441
creol,504441
asian,196606
vietnames,196606
southern,508991
american,575374
asian,551992
indian,551992
chines,558791
asian,558791
mexican,511456
american,536375
american,171181
asian,523382
indian,523382
mexican,409564
middl eastern,584250
mediterranean,626255
european,626255
italian,626255
american,586325
mexican,549818
mexican,199752
jewish,485393
mexican,579357
chines,667537
asian,667537
european,686773
english,686773
british,686773
scottish,686773
mexican,514160
mediterranean,704008
european,704008
italian,704008
american,489197
american,393936
german,566227
european,566227
asian,629101
indian,629101
american,600423
mediterranean,625939
european,625939
italian,625939
chines,527854
asian,527854
american,492530
chines,393830
asian,393830
southern,205979
greek,550010
mediterranean,550010
european,550010
american,519898
mexican,468254
american,579296
american,594840
american,490948
mediterranean,510278
european,510278
french,510278
american,558322
american,492562
mediterranean,522246
european,522246
italian,522246
mexican,792702
mediterranean,605337
european,605337
italian,605337
american,559675
mediterranean,535676
european,535676
italian,535676
asian,88599
thai,88599
american,569824
southern,518197
mexican,616322
southern,598976
european,430350
english,430350
british,430350
scottish,430350
mexican,446239
mediterranean,742508
european,742508
italian,742508
southern,527678
american,583963
asian,59105
indian,59105
scandinavian,602465
european,602465
nordic,602465
southern,244600
american,553252
american,27011
mediterranean,15098
european,15098
italian,15098
european,720456
irish,720456
mediterranean,507437
european,507437
italian,507437
asian,491041
indian,491041
german,489223
european,489223
cajun,495781
creol,495781
mexican,516384
asian,600869
thai,600869
japanes,609064
asian,609064
southern,599257
asian,195783
thai,195783
mexican,629450
asian,540780
indian,540780
mexican,578504
greek,144050
mediterranean,144050
european,144050
middl eastern,481193
southern,745603
mediterranean,610595
european,610595
italian,610595
mediterranean,513085
european,513085
french,513085
american,8815
middl eastern,719846
greek,512396
mediterranean,512396
european,512396
greek,589391
mediterranean,589391
european,589391
mexican,524793
mediterranean,247806
european,247806
italian,247806
southern,599142
asian,680812
vietnames,680812
american,623927
american,479668
mexican,473845
mediterranean,225875
european,225875
french,225875
asian,621574
vietnames,621574
american,486894
american,538872
american,448464
southern,555218
mediterranean,547072
european,547072
italian,547072
american,618610
mexican,631041
mexican,450162
american,573089
mexican,75994
mediterranean,492776
european,492776
french,492776
american,541639
asian,760959
indian,760959
american,250031
mexican,543439
asian,608281
indian,608281
mexican,500331
mediterranean,699290
european,699290
italian,699290
mediterranean,204755
european,204755
italian,204755
mexican,575758
american,619863
american,753616
german,484378
european,484378
mediterranean,174026
european,174026
italian,174026
southern,495105
american,590194
german,205757
european,205757
southern,592324
mediterranean,771975
european,771975
italian,771975
asian,537681
indian,537681
mexican,548185
american,63952
american,119958
southern,565919
spanish,196207
european,196207
mexican,763693
southern,262873
chines,531407
asian,531407
southern,475166
german,264212
european,264212
american,516784
american,148778
american,779641
american,525089
american,47091
mediterranean,567051
european,567051
italian,567051
middl eastern,566561
american,720887
mediterranean,392292
european,392292
italian,392292
mediterranean,601823
european,601823
italian,601823
american,249980
mediterranean,36052
european,36052
italian,36052
mediterranean,563020
european,563020
italian,563020
mexican,288307
middl eastern,100519
southern,721506
mediterranean,33759
european,33759
italian,33759
mexican,506662
jewish,735441
asian,485929
thai,485929
american,814030
mexican,571790
european,742814
irish,742814
mediterranean,13799
european,13799
italian,13799
mediterranean,595974
european,595974
italian,595974
asian,612596
indian,612596
american,70033
american,602480
american,113471
american,571590
mexican,1311
american,501
mediterranean,598595
european,598595
french,598595
american,694759
cajun,436644
creol,436644
american,77656
mediterranean,427636
european,427636
french,427636
american,578731
mediterranean,739475
european,739475
italian,739475
middl eastern,91131
american,507456
mexican,552721
american,285846
american,523191
caribbean,114678
central american,114678
japanes,705666
asian,705666
caribbean,72026
central american,72026
american,490963
american,48026
american,536771
american,542639
mediterranean,78470
european,78470
french,78470
cajun,120846
creol,120846
american,84423
american,676634
chines,666990
asian,666990
middl eastern,695159
asian,31797
indian,31797
american,376759
chines,209915
asian,209915
american,607775
mexican,715105
southern,78752
cajun,812598
creol,812598
mediterranean,202799
european,202799
french,202799
mexican,598477
asian,549879
thai,549879
asian,542118
indian,542118
middl eastern,555130
mexican,548561
southern,686048
mediterranean,537785
european,537785
italian,537785
mediterranean,761158
european,761158
italian,761158
mediterranean,36060
european,36060
italian,36060
southern,624584
european,801987
eastern european,801987
mexican,472317
chines,508757
asian,508757
cajun,34835
creol,34835
american,515325
european,56174
irish,56174
mediterranean,600681
european,600681
italian,600681
mediterranean,536640
european,536640
italian,536640
american,578066
spanish,602708
european,602708
american,543500
asian,559610
indian,559610
european,224430
eastern european,224430
american,525276
mediterranean,507415
european,507415
italian,507415
mediterranean,617773
european,617773
italian,617773
mediterranean,287341
european,287341
italian,287341
european,505668
english,505668
british,505668
scottish,505668
european,588864
irish,588864
mexican,618017
american,246813
mediterranean,755360
european,755360
french,755360
southern,581966
mediterranean,447078
european,447078
italian,447078
mexican,510705
american,218689
mediterranean,446330
european,446330
italian,446330
jewish,81789
asian,19277
indian,19277
spanish,686428
european,686428
american,394295
german,630673
european,630673
mediterranean,618123
european,618123
italian,618123
asian,612135
thai,612135
southern,562685
mediterranean,562831
european,562831
italian,562831
mediterranean,77055
european,77055
italian,77055
european,775366
irish,775366
caribbean,497632
central american,497632
mediterranean,392540
european,392540
french,392540
mediterranean,499031
european,499031
italian,499031
mediterranean,679953
european,679953
italian,679953
mediterranean,577441
european,577441
italian,577441
mexican,669721
american,615269
southern,567282
chines,603359
asian,603359
asian,248301
korean,248301
south american,41408
latin american,41408
american,619149
asian,221499
indian,221499
mediterranean,743379
european,743379
italian,743379
mediterranean,506707
european,506707
french,506707
german,571942
european,571942
mediterranean,598805
european,598805
italian,598805
german,497697
european,497697
american,220311
spanish,753509
european,753509
american,476385
american,601735
mediterranean,204992
european,204992
italian,204992
american,52162
asian,21665
vietnames,21665
middl eastern,603976
mediterranean,554152
european,554152
italian,554152
mediterranean,102639
european,102639
italian,102639
american,77883
american,573228
mediterranean,474282
european,474282
italian,474282
european,588535
english,588535
british,588535
scottish,588535
jewish,709251
mexican,695052
mexican,592388
greek,521603
mediterranean,521603
european,521603
mediterranean,580262
european,580262
italian,580262
german,213300
european,213300
greek,491821
mediterranean,491821
european,491821
middl eastern,578584
american,592638
american,518591
american,520883
mexican,673342
mediterranean,387878
european,387878
italian,387878
american,59937
southern,474724
american,600070
asian,144433
indian,144433
american,542726
mediterranean,216261
european,216261
italian,216261
mexican,21949
southern,446154
mediterranean,504219
european,504219
italian,504219
southern,528209
mediterranean,184551
european,184551
italian,184551
american,82190
european,496819
english,496819
british,496819
scottish,496819
american,480620
asian,34470
vietnames,34470
american,617291
mediterranean,528244
european,528244
italian,528244
american,558685
southern,519676
american,63574
european,541882
english,541882
british,541882
scottish,541882
american,45542
chines,487416
asian,487416
american,77474
american,823801
southern,579226
asian,595486
indian,595486
mediterranean,542131
european,542131
french,542131
american,599260
mexican,791850
mediterranean,599449
european,599449
italian,599449
mediterranean,245946
european,245946
italian,245946
mexican,800538
american,523068
american,577745
chines,204296
asian,204296
greek,606979
mediterranean,606979
european,606979
mediterranean,519451
european,519451
italian,519451
southern,599103
middl eastern,670277
mexican,579064
middl eastern,499807
middl eastern,545077
american,477888
american,412804
american,538956
mediterranean,671164
european,671164
italian,671164
american,202981
asian,221496
indian,221496
cajun,195403
creol,195403
american,693111
mexican,518422
southern,729033
american,509592
mediterranean,512601
european,512601
italian,512601
american,770845
european,572658
irish,572658
mediterranean,595911
european,595911
italian,595911
american,570048
southern,739840
mediterranean,602419
european,602419
french,602419
greek,500012
mediterranean,500012
european,500012
american,616477
chines,696836
asian,696836
american,5901
american,754316
southern,201333
japanes,576672
asian,576672
american,545568
american,514208
mexican,567994
african,494023
american,746353
american,475222
mexican,499670
mediterranean,388896
european,388896
italian,388896
american,63677
american,136170
mexican,598482
mediterranean,685086
european,685086
italian,685086
american,545410
middl eastern,482389
american,543399
mediterranean,627132
european,627132
italian,627132
caribbean,401955
central american,401955
mediterranean,498596
european,498596
italian,498596
southern,616404
mediterranean,592437
european,592437
italian,592437
mediterranean,512211
european,512211
italian,512211
american,300932
american,522382
jewish,38839
asian,687274
indian,687274
american,523508
mediterranean,496057
european,496057
italian,496057
greek,763692
mediterranean,763692
european,763692
mediterranean,494980
european,494980
italian,494980
mediterranean,728575
european,728575
italian,728575
greek,283371
mediterranean,283371
european,283371
mexican,602799
mediterranean,609910
european,609910
italian,609910
southern,703030
southern,254866
mediterranean,495316
european,495316
italian,495316
american,23419
mediterranean,581802
european,581802
french,581802
mexican,591407
mexican,499665
mediterranean,78455
european,78455
french,78455
mediterranean,749761
european,749761
french,749761
asian,216646
thai,216646
american,558189
southern,196325
mediterranean,793884
european,793884
italian,793884
american,454668
american,571502
american,499680
middl eastern,751232
mexican,718054
mediterranean,678901
european,678901
italian,678901
cajun,802338
creol,802338
asian,80606
vietnames,80606
european,748963
english,748963
british,748963
scottish,748963
american,505444
mexican,477162
chines,14840
asian,14840
mediterranean,573579
european,573579
french,573579
mexican,713565
chines,710520
asian,710520
mexican,475625
mediterranean,610130
european,610130
italian,610130
mexican,678603
cajun,697331
creol,697331
american,708967
mexican,482474
southern,479128
greek,484316
mediterranean,484316
european,484316
american,612817
southern,539134
japanes,683047
asian,683047
american,560995
mediterranean,495946
european,495946
italian,495946
american,760070
american,471332
mediterranean,628166
european,628166
italian,628166
american,211174
european,107787
english,107787
british,107787
scottish,107787
mediterranean,35994
european,35994
italian,35994
chines,203074
asian,203074
middl eastern,610398
greek,289889
mediterranean,289889
european,289889
mediterranean,14109
european,14109
italian,14109
mexican,577665
american,613035
european,464187
irish,464187
mediterranean,574615
european,574615
italian,574615
european,553149
english,553149
british,553149
scottish,553149
american,761152
mediterranean,616519
european,616519
italian,616519
american,667176
jewish,196762
mediterranean,217207
european,217207
italian,217207
cajun,728688
creol,728688
mediterranean,136349
european,136349
italian,136349
american,513608
asian,91877
korean,91877
mexican,705337
mexican,414057
mexican,584486
chines,600012
asian,600012
american,514383
southern,558117
southern,592379
mediterranean,337673
european,337673
italian,337673
american,590139
mexican,694359
german,697262
european,697262
european,584036
english,584036
british,584036
scottish,584036
mediterranean,675412
european,675412
italian,675412
american,196360
mediterranean,487265
european,487265
french,487265
mediterranean,411383
european,411383
italian,411383
american,548464
southern,738877
mexican,489449
mediterranean,21991
european,21991
italian,21991
mexican,618169
mexican,512614
asian,205802
indian,205802
american,582297
american,611928
asian,552810
thai,552810
mexican,618731
american,760248
chines,521112
asian,521112
asian,777042
indian,777042
mediterranean,36545
european,36545
italian,36545
american,528286
asian,599253
indian,599253
asian,568950
thai,568950
chines,497877
asian,497877
mediterranean,205680
european,205680
italian,205680
american,764920
southern,559913
mediterranean,518434
european,518434
italian,518434
southern,524540
american,518668
japanes,526325
asian,526325
mediterranean,617437
european,617437
italian,617437
american,559857
american,202126
american,396213
asian,480843
korean,480843
mediterranean,488934
european,488934
italian,488934
asian,530184
thai,530184
greek,764281
mediterranean,764281
european,764281
southern,90240
mediterranean,608771
european,608771
french,608771
mexican,720481
mediterranean,611530
european,611530
italian,611530
mediterranean,479735
european,479735
italian,479735
mediterranean,449452
european,449452
french,449452
mediterranean,601265
european,601265
italian,601265
mediterranean,592970
european,592970
italian,592970
american,813120
asian,620051
indian,620051
american,217260
mediterranean,630811
european,630811
italian,630811
asian,417417
indian,417417
american,334716
japanes,211705
asian,211705
american,248413
mediterranean,711790
european,711790
italian,711790
american,548005
jewish,199296
southern,79842
asian,744958
indian,744958
asian,495866
indian,495866
american,509433
asian,221957
indian,221957
asian,472148
indian,472148
american,633293
asian,532514
thai,532514
middl eastern,631609
mexican,548991
spanish,609186
european,609186
american,200581
mediterranean,10363
european,10363
italian,10363
southern,509935
american,250226
spanish,602709
european,602709
mediterranean,377084
european,377084
italian,377084
middl eastern,533748
middl eastern,330423
american,63859
southern,80053
asian,607310
indian,607310
southern,559447
southern,615694
american,577316
mediterranean,560137
european,560137
french,560137
european,518213
english,518213
british,518213
scottish,518213
mediterranean,521225
european,521225
italian,521225
mexican,733340
american,64016
mediterranean,543533
european,543533
italian,543533
chines,592211
asian,592211
asian,615616
vietnames,615616
american,703870
southern,619684
mediterranean,582988
european,582988
italian,582988
south american,569062
latin american,569062
mexican,605952
european,366358
eastern european,366358
mediterranean,673351
european,673351
italian,673351
mediterranean,578006
european,578006
french,578006
american,527251
american,491768
japanes,201737
asian,201737
mediterranean,760028
european,760028
italian,760028
american,602667
chines,609190
asian,609190
mediterranean,570454
european,570454
italian,570454
mexican,698150
mediterranean,444883
european,444883
italian,444883
asian,196275
korean,196275
southern,294882
mexican,202084
european,759871
english,759871
british,759871
scottish,759871
mediterranean,688090
european,688090
french,688090
mediterranean,9571
european,9571
italian,9571
asian,563002
vietnames,563002
mediterranean,697932
european,697932
italian,697932
mediterranean,548225
european,548225
italian,548225
spanish,759445
european,759445
mexican,623039
european,525464
english,525464
british,525464
scottish,525464
asian,494983
thai,494983
mediterranean,759561
european,759561
italian,759561
mediterranean,213614
european,213614
italian,213614
mediterranean,695625
european,695625
italian,695625
mexican,631114
spanish,249409
european,249409
jewish,751376
greek,607680
mediterranean,607680
european,607680
mediterranean,474559
european,474559
french,474559
southern,258597
european,548470
english,548470
british,548470
scottish,548470
mexican,508802
mediterranean,593349
european,593349
italian,593349
american,244066
southern,398327
mediterranean,40065
european,40065
french,40065
mediterranean,590744
european,590744
italian,590744
southern,71055
southern,25761
american,552001
cajun,316578
creol,316578
american,551853
mediterranean,698864
european,698864
italian,698864
american,793848
middl eastern,539386
american,729484
japanes,10019
asian,10019
japanes,496460
asian,496460
american,175725
spanish,605841
european,605841
asian,486675
indian,486675
mediterranean,204940
european,204940
italian,204940
mexican,82265
japanes,249005
asian,249005
american,63529
mexican,517595
mexican,607793
asian,553535
indian,553535
american,604453
american,693367
asian,40605
thai,40605
american,517490
asian,19954
korean,19954
american,517238
scandinavian,488545
european,488545
nordic,488545
mediterranean,471501
european,471501
italian,471501
european,666456
english,666456
british,666456
scottish,666456
southern,571506
american,578983
asian,503686
indian,503686
mediterranean,801523
european,801523
italian,801523
mexican,549482
south american,611911
latin american,611911
mexican,580762
mexican,47100
mexican,496528
mexican,517942
american,393081
cajun,528513
creol,528513
asian,793828
thai,793828
mexican,799768
american,670741
cajun,244586
creol,244586
european,493798
english,493798
british,493798
scottish,493798
american,622672
mediterranean,474970
european,474970
italian,474970
american,243881
american,501052
asian,579214
indian,579214
european,478119
eastern european,478119
asian,33738
indian,33738
japanes,606380
asian,606380
american,582628
middl eastern,567881
american,244185
southern,765203
mediterranean,753479
european,753479
italian,753479
american,64100
european,11141
irish,11141
southern,449768
asian,506706
indian,506706
american,477732
mexican,515653
american,517264
asian,665992
indian,665992
african,716268
asian,570732
thai,570732
american,517080
southern,621649
south american,536308
latin american,536308
mexican,474807
american,100004
asian,613221
indian,613221
asian,513732
indian,513732
american,537766
southern,638568
european,312628
english,312628
british,312628
scottish,312628
american,628527
cajun,596562
creol,596562
chines,497109
asian,497109
mediterranean,543793
european,543793
italian,543793
cajun,298296
creol,298296
cajun,568091
creol,568091
american,621653
mediterranean,596981
european,596981
italian,596981
southern,72051
american,783735
american,573354
american,543361
european,798211
english,798211
british,798211
scottish,798211
mediterranean,541636
european,541636
french,541636
mexican,542627
southern,516121
southern,625780
mediterranean,580604
european,580604
italian,580604
mediterranean,627786
european,627786
italian,627786
american,558839
american,517430
mediterranean,683645
european,683645
italian,683645
american,291060
mediterranean,481108
european,481108
italian,481108
mediterranean,558216
european,558216
italian,558216
mexican,621138
american,260822
mexican,566456
mediterranean,708877
european,708877
italian,708877
mexican,516954
american,543735
european,200630
eastern european,200630
european,548998
english,548998
british,548998
scottish,548998
mediterranean,293716
european,293716
italian,293716
american,64024
middl eastern,490547
american,465229
mediterranean,609898
european,609898
italian,609898
japanes,246381
asian,246381
mexican,496841
mediterranean,514078
european,514078
italian,514078
american,63666
mexican,560607
southern,603403
mediterranean,445050
european,445050
italian,445050
mediterranean,108570
european,108570
italian,108570
mexican,80704
mediterranean,773805
european,773805
italian,773805
european,494543
irish,494543
mediterranean,202630
european,202630
italian,202630
asian,88754
indian,88754
asian,17841
thai,17841
american,519975
asian,250916
indian,250916
mediterranean,70251
european,70251
french,70251
american,688530
asian,521335
thai,521335
american,489638
mediterranean,203363
european,203363
italian,203363
mexican,611715
spanish,31515
european,31515
mediterranean,203779
european,203779
french,203779
middl eastern,560613
mexican,542886
mediterranean,550939
european,550939
italian,550939
asian,249202
vietnames,249202
mexican,600231
american,795826
american,573287
mediterranean,598398
european,598398
french,598398
mediterranean,64506
european,64506
italian,64506
american,508100
american,615602
southern,244041
middl eastern,721574
mexican,609849
american,759739
spanish,245301
european,245301
american,520086
asian,578161
indian,578161
spanish,531371
european,531371
american,44272
mexican,513991
asian,305834
indian,305834
southern,575366
american,63429
mexican,481808
american,764993
american,134822
chines,584727
asian,584727
middl eastern,508085
american,396567
asian,687874
indian,687874
scandinavian,773043
european,773043
nordic,773043
mediterranean,511110
european,511110
italian,511110
mediterranean,307397
european,307397
italian,307397
american,610896
american,809332
mediterranean,176599
european,176599
french,176599
mediterranean,613312
european,613312
italian,613312
american,824349
southern,545893
mediterranean,522817
european,522817
french,522817
american,691413
mexican,534984
american,622373
mediterranean,534243
european,534243
italian,534243
mediterranean,291632
european,291632
italian,291632
american,603839
american,585175
mexican,471719
middl eastern,480980
spanish,591977
european,591977
american,276367
mexican,625977
european,582430
eastern european,582430
spanish,134183
european,134183
mediterranean,591994
european,591994
italian,591994
mexican,549100
southern,516328
american,600276
mexican,536168
southern,479463
mexican,144886
chines,629735
asian,629735
asian,479239
vietnames,479239
american,715139
mexican,552438
european,760079
english,760079
british,760079
scottish,760079
middl eastern,181315
mexican,21243
european,560281
irish,560281
mexican,3975
chines,567561
asian,567561
mediterranean,203995
european,203995
italian,203995
mexican,473128
american,558262
mediterranean,105166
european,105166
italian,105166
american,530456
american,626266
american,34127
southern,542500
mediterranean,47050
european,47050
french,47050
american,510224
european,572691
english,572691
british,572691
scottish,572691
mediterranean,134894
european,134894
french,134894
mediterranean,474346
european,474346
italian,474346
mediterranean,627257
european,627257
italian,627257
american,201916
american,523333
mediterranean,799202
european,799202
italian,799202
american,628732
mediterranean,757901
european,757901
italian,757901
american,573403
asian,671485
thai,671485
american,518805
american,572846
spanish,110163
european,110163
chines,415936
asian,415936
mediterranean,447471
european,447471
french,447471
middl eastern,491976
american,518795
mediterranean,620402
european,620402
italian,620402
mexican,170889
american,203699
mediterranean,185130
european,185130
italian,185130
american,717786
european,588429
english,588429
british,588429
scottish,588429
chines,94041
asian,94041
mexican,499854
european,492586
english,492586
british,492586
scottish,492586
american,136231
mediterranean,562546
european,562546
italian,562546
american,474966
mexican,512526
american,616352
mediterranean,465699
european,465699
italian,465699
mexican,586974
mediterranean,578131
european,578131
italian,578131
mediterranean,601651
european,601651
italian,601651
southern,604363
asian,827298
indian,827298
chines,202918
asian,202918
mexican,247591
caribbean,499767
central american,499767
mexican,748720
mexican,705028
mediterranean,464197
european,464197
french,464197
mediterranean,409558
european,409558
french,409558
american,592794
american,741544
mexican,789723
spanish,285360
european,285360
chines,511947
asian,511947
european,615279
english,615279
british,615279
scottish,615279
asian,605925
thai,605925
mediterranean,582682
european,582682
italian,582682
american,492660
american,571827
chines,295899
asian,295899
american,605092
mexican,694948
mediterranean,487490
european,487490
italian,487490
american,515885
american,302291
mexican,594833
middl eastern,68373
mediterranean,589994
european,589994
italian,589994
asian,53814
indian,53814
asian,591352
indian,591352
mediterranean,36204
european,36204
italian,36204
american,311326
european,507749
irish,507749
american,487405
american,34669
american,534839
asian,539303
indian,539303
american,508745
middl eastern,482498
mediterranean,510810
european,510810
french,510810
american,534139
asian,246362
indian,246362
european,572082
english,572082
british,572082
scottish,572082
asian,747612
vietnames,747612
american,713573
american,64922
mediterranean,218908
european,218908
italian,218908
southern,95592
southern,177943
southern,746066
american,241172
mexican,39064
european,524701
english,524701
british,524701
scottish,524701
american,300191
southern,606704
mexican,586717
american,672221
african,704612
american,733347
mediterranean,534319
european,534319
italian,534319
american,606717
mexican,403484
southern,810106
american,597648
american,525110
mexican,34147
mediterranean,209936
european,209936
italian,209936
mediterranean,553758
european,553758
italian,553758
mexican,249339
american,591455
mexican,198325
american,198763
mediterranean,534706
european,534706
french,534706
mediterranean,713973
european,713973
italian,713973
caribbean,702419
central american,702419
american,546524
american,558891
caribbean,325702
central american,325702
mediterranean,812005
european,812005
french,812005
mexican,573837
american,577418
spanish,738467
european,738467
mediterranean,95442
european,95442
italian,95442
mediterranean,236899
european,236899
french,236899
cajun,519012
creol,519012
mexican,763450
mediterranean,626603
european,626603
italian,626603
mexican,484614
american,602749
mediterranean,522413
european,522413
italian,522413
mediterranean,513615
european,513615
italian,513615
american,626775
german,573352
european,573352
southern,598986
asian,457127
thai,457127
mediterranean,206262
european,206262
french,206262
mediterranean,249565
european,249565
italian,249565
european,146010
eastern european,146010
american,504737
american,592598
spanish,572903
european,572903
mediterranean,621803
european,621803
italian,621803
mediterranean,827429
european,827429
italian,827429
asian,34708
indian,34708
mexican,587181
chines,17836
asian,17836
asian,611511
indian,611511
southern,574625
american,175968
asian,246766
indian,246766
mediterranean,204040
european,204040
italian,204040
european,481465
english,481465
british,481465
scottish,481465
southern,475286
mediterranean,753037
european,753037
italian,753037
american,527838
american,225134
american,598739
middl eastern,446741
asian,302213
thai,302213
american,140789
mexican,473706
mediterranean,620092
european,620092
italian,620092
mexican,565470
middl eastern,536476
asian,719746
indian,719746
mexican,26455
southern,472245
mediterranean,544096
european,544096
italian,544096
asian,85455
thai,85455
mexican,248239
mediterranean,579304
european,579304
italian,579304
american,695527
mexican,30921
mediterranean,39087
european,39087
italian,39087
southern,601149
american,569772
american,525867
mediterranean,693275
european,693275
italian,693275
american,618809
mexican,697194
asian,78133
korean,78133
american,824223
american,534210
greek,551536
mediterranean,551536
european,551536
european,204871
irish,204871
japanes,562417
asian,562417
caribbean,591344
central american,591344
mediterranean,535779
european,535779
italian,535779
mexican,108110
mediterranean,511956
european,511956
italian,511956
mexican,409819
american,713596
mediterranean,534787
european,534787
italian,534787
south american,219074
latin american,219074
